Respondent_ID,Employment_Status,Highest_Education_Level,Age_Group,Current_City_Residence,Monthly_Household_Income_Range_XAF,Household_Size_Supported,Bulk_Food_Purchase_Frequency,Percentage_Income_To_Food,Reduced_Food_Quality_Quantity,Monthly_Food_Spend_XAF,Estimated_Food_Bill_Increase_Percent,Most_Dramatic_Increased_Food_Item,Monthly_Transport_Spend_XAF,Fuel_Prices_Increased_Transport_Cost,Primary_Transportation_Mode,Paid_Transport_Trips_Per_Week,Estimated_5Yr_Transport_Fare_Increase_Percent,Times_Moved_Due_To_Rent,Frequent_Power_Cuts_Extra_Spend,Percentage_Income_To_Rent,Monthly_Rent_XAF,Monthly_Utilities_Combined_XAF,Rent_Increased_Last_2_Years,Skipped_Medical_Treatment_Cost,Schooling_Cost_Increased_3Yrs,Has_Health_Insurance,Average_Monthly_Healthcare_Spend_XAF,School_Fees_Per_Child_Per_Term_XAF,Highest_Burden_Expenditure_Category,Expect_Cost_Of_Living_Increase_5Yrs,Taken_Coping_Measures,Primary_Contributor_To_Cost_Of_Living,Year_Noticeable_Impact
RESP_1005,Employed part-time,Master's Degree,25-34,Buea,"50,000 - 100,000 XAF",6,Never,Above 60%,Yes,43435,71,Cooking Oil,12854,Yes,Personal Car,3,63,3+,Yes,23%,17462,27431,Yes,No,Yes,Yes,30678,350000,Education,Yes,No,Government taxes,2021
RESP_1006,Self-employed/Entrepreneur,Secondary School,18-24,Maroua,"250,001 - 500,000 XAF",5,Sometimes,Above 60%,No,177188,25,Bread,85144,Yes,Bus / Coaster,14,69,2,Yes,35%,123943,34264,Yes,Yes,Yes,Yes,33774,0,Transportation,Yes,No,Local currency depreciation,2025
RESP_1007,Student,Primary School,55+,Maroua,"250,001 - 500,000 XAF",6,Always,41% - 60%,Yes,190764,147,Rice,50893,Yes,Moto-taxi,11,81,2,Yes,20%,70900,19666,Yes,Yes,Yes,No,27827,0,Food,Yes,Yes,Local currency depreciation,2020
RESP_1008,Student,Primary School,25-34,Douala,"500,001 - 1,000,000 XAF",8,Sometimes,Above 60%,No,411791,82,Meat/Fish,75131,Yes,Shared Taxi,10,70,3+,Yes,40%,302858,19687,No,No,Yes,No,45049,150000,Housing/Rent,Yes,No,Government taxes,2021
RESP_1009,Employed part-time,Master's Degree,55+,Bafoussam,"Under 50,000 XAF",1,Sometimes,Above 60%,Yes,22574,45,Plantains/Cassava,5656,Yes,Moto-taxi,2,42,2,Yes,36%,14424,20167,No,No,Yes,No,27207,50000,Education,No,No,Global market crisis / Import costs,2020
RESP_1010,Retired,Bachelor's Degree,45-54,Maroua,"100,001 - 250,000 XAF",1,Rarely,Above 60%,Yes,77424,79,Meat/Fish,42831,Yes,Personal Car,12,44,1,Yes,20%,37621,13708,Yes,No,No,No,8029,0,Healthcare,Yes,Yes,Fuel price hikes,2025
RESP_1011,Unemployed,Master's Degree,18-24,Kribi,"Under 50,000 XAF",5,Rarely,41% - 60%,Yes,14141,52,Meat/Fish,5674,Yes,Shared Taxi,5,38,3+,Yes,40%,16308,32091,No,No,Yes,No,31594,25000,Housing/Rent,Yes,No,Global market crisis / Import costs,2020
RESP_1012,Unemployed,Bachelor's Degree,18-24,Douala,"Above 1,000,000 XAF",6,Sometimes,Above 60%,Yes,238381,37,Onions/Tomato,182536,Yes,Bus / Coaster,12,47,1,Yes,24%,182474,6726,No,Yes,No,No,5782,0,Food,Yes,No,Government taxes,2021
RESP_1013,Employed part-time,Master's Degree,35-44,Kribi,"Under 50,000 XAF",1,Always,20% - 40%,Yes,13326,107,Meat/Fish,9025,No,Moto-taxi,4,91,3+,Yes,0%,0,5442,Yes,No,Yes,Yes,43932,0,Housing/Rent,Yes,No,Climate change / Poor harvests,2020
RESP_1014,Student,Master's Degree,45-54,Yaoundé,"50,000 - 100,000 XAF",6,Always,41% - 60%,Yes,41168,88,Plantains/Cassava,12832,Yes,Bus / Coaster,8,98,0,Yes,29%,22192,18072,No,Yes,Yes,No,23162,150000,Food,Yes,No,Local currency depreciation,2025
RESP_1015,Student,Bachelor's Degree,55+,Douala,"Under 50,000 XAF",3,Always,Above 60%,No,22003,120,Plantains/Cassava,9010,Yes,Bus / Coaster,7,30,1,Yes,38%,15398,22733,Yes,Yes,Yes,Yes,24186,50000,Utilities (Water/Electricity),Yes,No,Climate change / Poor harvests,2020
RESP_1016,Retired,Master's Degree,55+,Bamenda,"250,001 - 500,000 XAF",8,Always,Above 60%,No,186123,61,Onions/Tomato,60978,Yes,Personal Car,5,39,2,Yes,25%,87645,22981,No,No,Yes,No,40292,0,Healthcare,Yes,No,Global market crisis / Import costs,2022
RESP_1017,Employed part-time,PhD / Doctorate,45-54,Bafoussam,"100,001 - 250,000 XAF",6,Often,20% - 40%,No,98899,112,Meat/Fish,40386,Yes,Shared Taxi,3,77,2,Yes,37%,66658,31013,Yes,No,No,No,30650,350000,Education,No,No,Global market crisis / Import costs,2022
RESP_1018,Unemployed,Secondary School,55+,Garoua,"Above 1,000,000 XAF",7,Always,41% - 60%,Yes,343903,130,Bread,134218,Yes,Moto-taxi,3,77,2,Yes,40%,301762,31505,Yes,Yes,No,No,41629,0,Utilities (Water/Electricity),Yes,No,Fuel price hikes,2021
RESP_1019,Employed part-time,Bachelor's Degree,45-54,Buea,"500,001 - 1,000,000 XAF",8,Never,Above 60%,Yes,409637,86,Cooking Oil,104363,Yes,Shared Taxi,14,95,1,No,0%,0,19282,No,Yes,Yes,No,49179,600000,Utilities (Water/Electricity),Yes,Yes,Local currency depreciation,2020
RESP_1020,Student,Primary School,35-44,Bafoussam,"100,001 - 250,000 XAF",3,Sometimes,Under 20%,No,74915,72,Cooking Oil,20306,Yes,Personal Car,5,39,2,Yes,0%,0,28054,No,Yes,Yes,No,19948,0,Food,Yes,No,Fuel price hikes,2023
RESP_1021,Student,High School / Baccalauréat,35-44,Buea,"Under 50,000 XAF",3,Sometimes,20% - 40%,No,13177,55,Onions/Tomato,9201,No,Shared Taxi,2,65,2,Yes,21%,8728,33843,No,No,Yes,No,37863,350000,Food,Yes,No,Climate change / Poor harvests,2025
RESP_1022,Self-employed/Entrepreneur,PhD / Doctorate,45-54,Douala,"100,001 - 250,000 XAF",3,Never,Under 20%,Yes,59623,83,Cooking Oil,44077,Yes,Shared Taxi,10,29,3+,Yes,38%,68994,20495,No,Yes,Yes,No,45154,600000,Transportation,Yes,Yes,Climate change / Poor harvests,2025
RESP_1023,Employed full-time,Primary School,18-24,Douala,"250,001 - 500,000 XAF",2,Always,41% - 60%,Yes,167428,50,Rice,63054,Yes,Moto-taxi,4,37,0,Yes,42%,148934,25110,Yes,Yes,Yes,No,4973,0,Healthcare,Yes,No,Fuel price hikes,2020
RESP_1024,Retired,Primary School,55+,Maroua,"Under 50,000 XAF",6,Never,Above 60%,No,20452,149,Plantains/Cassava,8265,Yes,Moto-taxi,3,32,1,Yes,38%,15267,9681,Yes,Yes,Yes,No,41075,150000,Food,Yes,No,Climate change / Poor harvests,2025
RESP_1025,Employed full-time,High School / Baccalauréat,25-34,Bafoussam,"Under 50,000 XAF",4,Rarely,20% - 40%,Yes,20930,48,Cooking Oil,5507,Yes,Personal Car,6,98,0,No,33%,13321,21314,No,Yes,Yes,No,42650,0,Utilities (Water/Electricity),Unsure,No,Fuel price hikes,2022
RESP_1026,Employed part-time,Primary School,45-54,Douala,"50,000 - 100,000 XAF",7,Sometimes,Above 60%,Yes,39841,111,Plantains/Cassava,11769,No,Bus / Coaster,9,20,0,Yes,41%,31435,10150,Yes,No,No,No,31073,600000,Education,Yes,No,Government taxes,2021
RESP_1027,Unemployed,Primary School,45-54,Kribi,"100,001 - 250,000 XAF",2,Often,Above 60%,Yes,60071,47,Cooking Oil,37237,Yes,Bus / Coaster,6,36,3+,Yes,0%,0,15880,Yes,Yes,Yes,No,43223,0,Healthcare,Yes,Yes,Local currency depreciation,2021
RESP_1028,Unemployed,Secondary School,55+,Yaoundé,"500,001 - 1,000,000 XAF",5,Sometimes,Under 20%,Yes,333913,111,Cooking Oil,175973,Yes,Shared Taxi,8,70,3+,Yes,25%,190195,10716,Yes,Yes,No,No,26272,0,Transportation,No,Yes,Local currency depreciation,2022
RESP_1029,Unemployed,PhD / Doctorate,18-24,Buea,"100,001 - 250,000 XAF",2,Often,Under 20%,No,106368,72,Cooking Oil,29387,Yes,Personal Car,13,90,3+,Yes,24%,44236,13005,No,Yes,Yes,No,5016,150000,Utilities (Water/Electricity),Yes,No,Fuel price hikes,2020
RESP_1030,Employed part-time,High School / Baccalauréat,55+,Douala,"100,001 - 250,000 XAF",1,Sometimes,41% - 60%,Yes,75112,139,Bread,28145,Yes,Moto-taxi,8,29,2,Yes,33%,61077,19736,Yes,Yes,No,No,27278,25000,Housing/Rent,Yes,No,Fuel price hikes,2024
RESP_1031,Self-employed/Entrepreneur,Primary School,35-44,Yaoundé,"500,001 - 1,000,000 XAF",8,Rarely,Above 60%,Yes,405821,26,Bread,105225,Yes,Moto-taxi,8,29,2,Yes,24%,186274,7168,No,No,Yes,No,40114,0,Food,Yes,No,Government taxes,2022
RESP_1032,Employed part-time,Secondary School,35-44,Yaoundé,"250,001 - 500,000 XAF",2,Always,41% - 60%,No,112691,100,Cooking Oil,36098,Yes,Personal Car,10,48,3+,Yes,34%,119217,19112,No,Yes,Yes,No,28446,350000,Healthcare,Yes,No,Local currency depreciation,2020
RESP_1033,Student,High School / Baccalauréat,45-54,Bamenda,"Under 50,000 XAF",6,Never,Under 20%,No,12716,124,Meat/Fish,5639,Yes,Personal Car,6,88,3+,Yes,28%,11529,16036,Yes,Yes,Yes,No,23279,25000,Education,No,Yes,Global market crisis / Import costs,2021
RESP_1034,Self-employed/Entrepreneur,Bachelor's Degree,18-24,Maroua,"100,001 - 250,000 XAF",1,Always,Above 60%,Yes,98839,134,Bread,34309,No,Bus / Coaster,11,87,1,Yes,40%,72770,14762,No,Yes,No,No,38188,50000,Education,Yes,Yes,Fuel price hikes,2022
RESP_1035,Unemployed,High School / Baccalauréat,25-34,Douala,"500,001 - 1,000,000 XAF",1,Never,Under 20%,Yes,383136,141,Rice,95252,Yes,Moto-taxi,12,15,0,Yes,23%,174753,26821,No,Yes,No,No,3653,0,Food,Yes,Yes,Government taxes,2024
RESP_1036,Unemployed,Primary School,35-44,Yaoundé,"50,000 - 100,000 XAF",4,Often,20% - 40%,No,28728,74,Bread,17373,Yes,Shared Taxi,6,77,0,No,37%,28429,28186,Yes,Yes,Yes,No,33908,600000,Food,Yes,No,Government taxes,2021
RESP_1037,Employed part-time,Secondary School,35-44,Yaoundé,"250,001 - 500,000 XAF",5,Never,41% - 60%,Yes,172721,72,Meat/Fish,85614,Yes,Personal Car,2,16,1,No,0%,0,15673,Yes,No,Yes,No,14828,150000,Healthcare,Yes,No,Government taxes,2020
RESP_1038,Unemployed,High School / Baccalauréat,45-54,Maroua,"Under 50,000 XAF",3,Rarely,Under 20%,Yes,14798,47,Cooking Oil,9388,Yes,Shared Taxi,12,38,3+,Yes,30%,12328,14516,Yes,No,No,No,13864,0,Education,Yes,Yes,Climate change / Poor harvests,2022
RESP_1039,Unemployed,Primary School,18-24,Douala,"Above 1,000,000 XAF",1,Often,41% - 60%,Yes,339435,127,Onions/Tomato,185888,Yes,Moto-taxi,3,79,3+,Yes,41%,308674,13241,No,No,Yes,Yes,48468,0,Food,Yes,No,Climate change / Poor harvests,2024
RESP_1040,Retired,Primary School,18-24,Bafoussam,"Under 50,000 XAF",7,Never,Under 20%,No,14907,56,Onions/Tomato,6492,Yes,Personal Car,8,48,2,Yes,31%,12462,26877,No,No,Yes,No,15758,50000,Transportation,Yes,Yes,Local currency depreciation,2024
RESP_1041,Employed part-time,Secondary School,25-34,Douala,"Under 50,000 XAF",1,Never,Under 20%,Yes,21683,128,Meat/Fish,4060,Yes,Shared Taxi,2,21,1,Yes,34%,13630,20096,No,No,Yes,No,19379,0,Transportation,Yes,Yes,Climate change / Poor harvests,2020
RESP_1042,Unemployed,Bachelor's Degree,45-54,Bamenda,"Above 1,000,000 XAF",4,Rarely,20% - 40%,Yes,431953,84,Plantains/Cassava,103148,Yes,Shared Taxi,11,77,2,No,38%,288181,30761,No,No,Yes,No,5038,0,Food,Yes,No,Government taxes,2021
RESP_1043,Employed part-time,Master's Degree,35-44,Kribi,"250,001 - 500,000 XAF",1,Never,41% - 60%,Yes,164760,56,Plantains/Cassava,37991,Yes,Moto-taxi,3,16,1,Yes,44%,155208,24820,No,No,Yes,No,31344,0,Transportation,Yes,Yes,Local currency depreciation,2020
RESP_1044,Student,Master's Degree,25-34,Kribi,"50,000 - 100,000 XAF",8,Always,Above 60%,Yes,42027,60,Rice,12653,Yes,Personal Car,3,80,1,Yes,21%,16334,15702,No,No,Yes,Yes,17713,350000,Education,Unsure,Yes,Climate change / Poor harvests,2020
RESP_1045,Employed full-time,Primary School,25-34,Bafoussam,"250,001 - 500,000 XAF",5,Never,41% - 60%,Yes,197265,70,Meat/Fish,59380,Yes,Moto-taxi,7,18,3+,Yes,33%,116995,21586,No,No,No,No,3351,350000,Healthcare,Unsure,Yes,Government taxes,2020
RESP_1046,Employed part-time,Primary School,55+,Douala,"50,000 - 100,000 XAF",5,Always,Under 20%,Yes,29157,38,Meat/Fish,18043,Yes,Bus / Coaster,8,46,2,Yes,34%,26224,31147,No,Yes,Yes,No,26147,350000,Housing/Rent,Yes,No,Government taxes,2023
RESP_1047,Employed part-time,Master's Degree,35-44,Garoua,"250,001 - 500,000 XAF",4,Rarely,Under 20%,Yes,112250,94,Onions/Tomato,42720,Yes,Personal Car,7,97,3+,Yes,40%,142935,8844,No,No,No,No,38414,600000,Food,Yes,No,Global market crisis / Import costs,2022
RESP_1048,Student,Primary School,55+,Bamenda,"100,001 - 250,000 XAF",6,Always,Under 20%,No,88769,127,Onions/Tomato,38745,Yes,Bus / Coaster,3,15,1,Yes,21%,39506,32345,Yes,Yes,Yes,Yes,46112,150000,Housing/Rent,Yes,Yes,Local currency depreciation,2022
RESP_1049,Self-employed/Entrepreneur,Bachelor's Degree,45-54,Yaoundé,"Under 50,000 XAF",6,Often,Under 20%,Yes,21002,99,Rice,9326,Yes,Personal Car,3,18,3+,Yes,0%,0,28711,Yes,No,Yes,No,34575,0,Transportation,Yes,No,Climate change / Poor harvests,2020
RESP_1050,Unemployed,PhD / Doctorate,45-54,Yaoundé,"Under 50,000 XAF",7,Always,Under 20%,No,13569,135,Rice,8813,Yes,Bus / Coaster,2,68,0,No,31%,12733,26550,No,Yes,Yes,No,22152,25000,Healthcare,Yes,Yes,Global market crisis / Import costs,2024
RESP_1051,Retired,Secondary School,45-54,Bafoussam,"50,000 - 100,000 XAF",6,Never,20% - 40%,Yes,42214,123,Meat/Fish,8375,Yes,Shared Taxi,8,60,1,Yes,37%,28156,28666,No,Yes,Yes,No,25107,0,Utilities (Water/Electricity),Yes,Yes,Climate change / Poor harvests,2025
RESP_1052,Student,Secondary School,25-34,Kribi,"250,001 - 500,000 XAF",1,Never,41% - 60%,Yes,185222,138,Onions/Tomato,55964,Yes,Personal Car,6,83,2,No,27%,95393,8552,Yes,No,Yes,No,4684,350000,Housing/Rent,Unsure,No,Climate change / Poor harvests,2021
RESP_1053,Employed full-time,Secondary School,25-34,Bamenda,"100,001 - 250,000 XAF",7,Sometimes,Under 20%,Yes,62412,54,Cooking Oil,30917,Yes,Shared Taxi,11,66,2,Yes,25%,45888,8314,No,No,Yes,No,27899,600000,Education,Yes,No,Government taxes,2022
RESP_1054,Retired,PhD / Doctorate,45-54,Kribi,"Under 50,000 XAF",6,Never,20% - 40%,Yes,13767,150,Bread,6102,Yes,Bus / Coaster,11,51,0,Yes,23%,9446,8131,No,No,Yes,No,47729,350000,Transportation,Yes,No,Climate change / Poor harvests,2023
RESP_1055,Student,High School / Baccalauréat,55+,Yaoundé,"500,001 - 1,000,000 XAF",2,Rarely,41% - 60%,Yes,243345,114,Onions/Tomato,83932,Yes,Bus / Coaster,7,69,3+,No,35%,267647,26689,No,Yes,Yes,No,37233,350000,Healthcare,Yes,No,Fuel price hikes,2024
RESP_1056,Employed full-time,Secondary School,25-34,Kribi,"Under 50,000 XAF",2,Always,20% - 40%,Yes,23435,50,Plantains/Cassava,5175,Yes,Moto-taxi,5,66,2,Yes,41%,16603,17162,No,No,Yes,No,36355,150000,Education,Yes,No,Government taxes,2025
RESP_1057,Employed part-time,Primary School,55+,Bamenda,"Under 50,000 XAF",4,Sometimes,20% - 40%,Yes,19753,129,Meat/Fish,8190,Yes,Personal Car,5,86,1,No,37%,15098,5105,Yes,Yes,Yes,No,40106,150000,Housing/Rent,Yes,No,Fuel price hikes,2025
RESP_1058,Employed part-time,Bachelor's Degree,55+,Buea,"Under 50,000 XAF",1,Never,20% - 40%,Yes,21496,76,Plantains/Cassava,6159,Yes,Personal Car,11,16,2,Yes,33%,13309,21932,No,Yes,Yes,No,14082,350000,Education,Yes,No,Government taxes,2021
RESP_1059,Retired,Master's Degree,18-24,Bamenda,"100,001 - 250,000 XAF",5,Sometimes,Under 20%,Yes,76477,61,Plantains/Cassava,18665,Yes,Moto-taxi,8,28,3+,Yes,0%,0,34233,Yes,No,Yes,No,26674,0,Food,Yes,No,Global market crisis / Import costs,2021
RESP_1060,Student,Primary School,18-24,Bafoussam,"250,001 - 500,000 XAF",2,Often,Under 20%,Yes,144741,110,Onions/Tomato,54710,Yes,Moto-taxi,3,82,0,Yes,21%,73961,15195,No,Yes,Yes,No,34574,50000,Housing/Rent,Yes,No,Government taxes,2021
RESP_1061,Employed part-time,Secondary School,25-34,Bamenda,"50,000 - 100,000 XAF",4,Never,Under 20%,Yes,26874,139,Onions/Tomato,17776,Yes,Moto-taxi,12,55,1,Yes,38%,29024,5197,No,Yes,Yes,No,15159,25000,Utilities (Water/Electricity),Yes,Yes,Global market crisis / Import costs,2022
RESP_1062,Self-employed/Entrepreneur,PhD / Doctorate,45-54,Garoua,"500,001 - 1,000,000 XAF",5,Always,41% - 60%,Yes,395406,36,Bread,88924,No,Moto-taxi,12,34,1,No,30%,227591,19689,Yes,Yes,Yes,Yes,40059,50000,Housing/Rent,Yes,No,Fuel price hikes,2020
RESP_1063,Employed part-time,Master's Degree,18-24,Buea,"Above 1,000,000 XAF",7,Rarely,20% - 40%,Yes,355670,32,Plantains/Cassava,172062,Yes,Shared Taxi,4,57,2,Yes,25%,190847,18975,No,Yes,Yes,No,20017,25000,Food,Yes,No,Global market crisis / Import costs,2024
RESP_1064,Self-employed/Entrepreneur,High School / Baccalauréat,25-34,Yaoundé,"50,000 - 100,000 XAF",6,Often,41% - 60%,Yes,38922,84,Bread,9891,Yes,Bus / Coaster,6,63,2,Yes,0%,0,15295,No,No,Yes,No,33290,0,Food,Yes,Yes,Local currency depreciation,2023
RESP_1065,Employed full-time,Master's Degree,45-54,Douala,"100,001 - 250,000 XAF",1,Never,20% - 40%,Yes,76898,96,Onions/Tomato,44730,Yes,Shared Taxi,2,89,1,No,38%,69113,9821,No,Yes,Yes,No,34692,25000,Education,No,Yes,Climate change / Poor harvests,2023
RESP_1066,Self-employed/Entrepreneur,Master's Degree,35-44,Kribi,"50,000 - 100,000 XAF",1,Rarely,41% - 60%,Yes,34866,32,Plantains/Cassava,18248,Yes,Moto-taxi,3,24,3+,Yes,38%,28991,33796,No,Yes,Yes,No,23673,150000,Housing/Rent,No,No,Fuel price hikes,2024
RESP_1067,Employed full-time,Bachelor's Degree,25-34,Kribi,"Above 1,000,000 XAF",3,Rarely,Above 60%,Yes,225239,67,Rice,88020,Yes,Bus / Coaster,11,17,2,Yes,30%,226620,24183,No,No,No,Yes,38390,0,Healthcare,No,Yes,Fuel price hikes,2023
RESP_1068,Retired,Master's Degree,35-44,Garoua,"Under 50,000 XAF",8,Often,Under 20%,Yes,21898,50,Rice,7462,Yes,Personal Car,11,50,3+,Yes,0%,0,21090,No,No,Yes,No,7529,50000,Transportation,Yes,Yes,Global market crisis / Import costs,2020
RESP_1069,Employed part-time,Secondary School,35-44,Kribi,"500,001 - 1,000,000 XAF",2,Never,20% - 40%,Yes,328014,70,Bread,88825,Yes,Personal Car,2,20,0,Yes,40%,300660,34609,No,Yes,Yes,No,2858,350000,Utilities (Water/Electricity),Yes,Yes,Global market crisis / Import costs,2022
RESP_1070,Retired,Bachelor's Degree,45-54,Douala,"50,000 - 100,000 XAF",1,Never,Under 20%,No,29240,118,Rice,17650,Yes,Shared Taxi,14,25,1,Yes,0%,0,7168,No,Yes,Yes,No,20320,350000,Housing/Rent,Yes,Yes,Fuel price hikes,2021
RESP_1071,Employed part-time,Secondary School,55+,Kribi,"Above 1,000,000 XAF",2,Never,20% - 40%,Yes,398131,128,Rice,161856,Yes,Moto-taxi,7,33,0,Yes,0%,0,8465,No,No,Yes,Yes,29026,50000,Healthcare,Yes,No,Fuel price hikes,2023
RESP_1072,Retired,Secondary School,45-54,Kribi,"100,001 - 250,000 XAF",5,Often,Under 20%,Yes,100896,88,Meat/Fish,26903,Yes,Bus / Coaster,6,100,2,Yes,22%,39753,30470,Yes,Yes,No,No,23438,600000,Utilities (Water/Electricity),Yes,No,Climate change / Poor harvests,2024
RESP_1073,Retired,High School / Baccalauréat,45-54,Kribi,"Under 50,000 XAF",3,Sometimes,20% - 40%,Yes,22950,40,Plantains/Cassava,9679,Yes,Bus / Coaster,9,39,2,Yes,31%,12641,8827,No,Yes,Yes,No,4984,600000,Utilities (Water/Electricity),Yes,No,Fuel price hikes,2020
RESP_1074,Unemployed,Bachelor's Degree,45-54,Buea,"250,001 - 500,000 XAF",7,Sometimes,20% - 40%,No,159984,142,Meat/Fish,86371,Yes,Bus / Coaster,4,53,0,Yes,20%,72314,27558,No,Yes,Yes,No,16905,0,Housing/Rent,Yes,No,Climate change / Poor harvests,2022
RESP_1075,Unemployed,High School / Baccalauréat,45-54,Buea,"Under 50,000 XAF",6,Rarely,20% - 40%,No,21104,82,Onions/Tomato,9168,Yes,Shared Taxi,8,53,1,Yes,33%,13484,28587,No,No,Yes,No,11286,25000,Utilities (Water/Electricity),Yes,No,Climate change / Poor harvests,2020
RESP_1076,Employed part-time,Secondary School,45-54,Douala,"250,001 - 500,000 XAF",2,Often,20% - 40%,No,194442,136,Cooking Oil,72008,Yes,Bus / Coaster,2,71,3+,Yes,42%,149110,16584,No,Yes,Yes,No,31234,50000,Healthcare,Yes,No,Government taxes,2023
RESP_1077,Employed full-time,PhD / Doctorate,25-34,Bafoussam,"50,000 - 100,000 XAF",6,Often,Above 60%,Yes,36564,146,Cooking Oil,12573,Yes,Shared Taxi,7,39,1,Yes,28%,21372,21309,No,No,Yes,No,8828,0,Education,Unsure,Yes,Global market crisis / Import costs,2023
RESP_1078,Student,PhD / Doctorate,35-44,Yaoundé,"Above 1,000,000 XAF",2,Often,Above 60%,No,334796,136,Cooking Oil,155875,Yes,Bus / Coaster,12,35,1,No,0%,0,15318,No,Yes,Yes,No,19536,0,Education,Yes,Yes,Local currency depreciation,2023
RESP_1079,Unemployed,High School / Baccalauréat,45-54,Buea,"100,001 - 250,000 XAF",5,Often,Under 20%,Yes,82436,148,Plantains/Cassava,22391,Yes,Personal Car,8,81,3+,Yes,42%,77224,17256,No,Yes,No,Yes,14086,350000,Utilities (Water/Electricity),Yes,No,Climate change / Poor harvests,2024
RESP_1080,Employed full-time,Secondary School,18-24,Garoua,"100,001 - 250,000 XAF",4,Sometimes,41% - 60%,No,101141,148,Bread,41958,Yes,Moto-taxi,11,55,3+,Yes,0%,0,27246,No,No,No,No,11199,600000,Utilities (Water/Electricity),Yes,Yes,Climate change / Poor harvests,2025
RESP_1081,Employed full-time,Bachelor's Degree,45-54,Garoua,"100,001 - 250,000 XAF",8,Sometimes,Above 60%,Yes,74776,101,Rice,25688,Yes,Personal Car,6,41,3+,Yes,21%,38079,17774,No,No,Yes,No,27672,25000,Healthcare,Unsure,Yes,Global market crisis / Import costs,2025
RESP_1082,Unemployed,PhD / Doctorate,55+,Bamenda,"250,001 - 500,000 XAF",3,Often,Under 20%,Yes,108889,118,Meat/Fish,77421,No,Shared Taxi,5,86,2,No,34%,121837,33624,Yes,No,No,No,44081,150000,Housing/Rent,Yes,Yes,Climate change / Poor harvests,2024
RESP_1083,Employed part-time,Primary School,18-24,Garoua,"100,001 - 250,000 XAF",7,Often,Above 60%,No,65642,51,Onions/Tomato,35821,Yes,Moto-taxi,7,19,1,Yes,36%,64981,16122,Yes,Yes,Yes,No,18901,0,Food,Unsure,Yes,Climate change / Poor harvests,2020
RESP_1084,Unemployed,Secondary School,45-54,Buea,"Under 50,000 XAF",4,Sometimes,Under 20%,Yes,17878,27,Cooking Oil,5485,Yes,Personal Car,8,48,1,No,24%,9810,28469,Yes,Yes,Yes,No,36910,150000,Utilities (Water/Electricity),Yes,Yes,Government taxes,2025
RESP_1085,Employed part-time,Secondary School,25-34,Garoua,"100,001 - 250,000 XAF",5,Sometimes,Above 60%,Yes,64095,125,Plantains/Cassava,18675,Yes,Shared Taxi,12,99,1,Yes,40%,73434,23575,No,Yes,Yes,No,3672,0,Utilities (Water/Electricity),No,No,Global market crisis / Import costs,2024
RESP_1086,Retired,PhD / Doctorate,45-54,Maroua,"100,001 - 250,000 XAF",4,Often,Under 20%,Yes,95829,123,Plantains/Cassava,28615,Yes,Bus / Coaster,7,73,2,Yes,30%,55519,6035,No,No,Yes,No,47491,0,Healthcare,Yes,No,Climate change / Poor harvests,2023
RESP_1087,Employed part-time,PhD / Doctorate,18-24,Garoua,"50,000 - 100,000 XAF",5,Never,41% - 60%,Yes,42508,139,Plantains/Cassava,15606,Yes,Bus / Coaster,7,34,2,Yes,41%,31120,12777,Yes,Yes,Yes,No,9008,600000,Food,Yes,Yes,Government taxes,2024
RESP_1088,Employed full-time,Primary School,55+,Garoua,"50,000 - 100,000 XAF",5,Never,Under 20%,Yes,27220,59,Plantains/Cassava,17732,Yes,Personal Car,7,73,3+,Yes,30%,22576,33349,Yes,Yes,Yes,No,31240,50000,Education,Yes,No,Fuel price hikes,2023
RESP_1089,Student,Primary School,18-24,Kribi,"500,001 - 1,000,000 XAF",3,Rarely,41% - 60%,Yes,327002,123,Onions/Tomato,78463,Yes,Bus / Coaster,12,58,2,Yes,0%,0,16073,Yes,No,Yes,No,22303,25000,Transportation,Yes,Yes,Climate change / Poor harvests,2022
RESP_1090,Employed full-time,Primary School,25-34,Kribi,"50,000 - 100,000 XAF",6,Often,Above 60%,Yes,36753,33,Rice,17449,Yes,Shared Taxi,9,49,1,No,0%,0,5358,No,No,No,Yes,24465,0,Utilities (Water/Electricity),Yes,No,Climate change / Poor harvests,2025
RESP_1091,Retired,Secondary School,25-34,Yaoundé,"50,000 - 100,000 XAF",2,Sometimes,41% - 60%,Yes,28983,28,Meat/Fish,14758,Yes,Personal Car,14,52,3+,Yes,43%,32989,27174,Yes,Yes,No,No,12614,25000,Education,Yes,Yes,Global market crisis / Import costs,2023
RESP_1092,Self-employed/Entrepreneur,Primary School,45-54,Douala,"500,001 - 1,000,000 XAF",8,Sometimes,Under 20%,Yes,388520,86,Plantains/Cassava,148939,Yes,Shared Taxi,3,15,0,Yes,0%,0,13025,No,Yes,Yes,No,7956,0,Education,Yes,Yes,Global market crisis / Import costs,2023
RESP_1093,Employed part-time,Master's Degree,18-24,Maroua,"50,000 - 100,000 XAF",4,Never,Above 60%,Yes,37483,107,Cooking Oil,9374,Yes,Moto-taxi,8,36,0,Yes,20%,15543,18848,Yes,Yes,Yes,Yes,15810,600000,Utilities (Water/Electricity),Yes,Yes,Global market crisis / Import costs,2023
